results,reviews,rating,countyState,fips,Arating,tax_rating,satisfaction/dollar,Market value
34,630,3.99,"Tyrrell County, NC",37177,6.85555,787,114.797499835899,6.8
6,38,4,"Sevier County, UT",49041,6.89,808,117.271407837446,6.8
50,167,4,"Georgetown County, SC",45043,6.89,827,120.029027576197,6.8
10,96,4,"Navajo County, AZ",4017,6.89,847,122.931785195936,6.8
50,169,4.02,"McClain County, OK",40087,6.9589,849,122.002040552386,6.8
10,40,4,"Lincoln County, ID",16063,6.89,878,127.431059506531,6.8
31,60,4,"Vigo County, IN",18167,6.89,888,128.882438316401,6.8
50,122,4.01,"Hardee County, FL",12049,6.92445,910,131.418379799118,6.8
50,153,4.02,"Bourbon County, KY",21017,6.9589,993,142.694966158445,6.8
50,138,4.02,"Scott County, KY",21209,6.9589,995,142.982367902973,6.8
50,190,4.02,"Alamance County, NC",37001,6.9589,995,142.982367902973,6.8
50,142,4.04,"Johnson County, MO",29101,7.0278,1082,153.9599874783,6.8
50,126,4.02,"Louisa County, IA",19115,6.9589,1119,160.801276063746,6.8
50,130,4.04,"Madison County, GA",13195,7.0278,1139,162.070633768747,6.8
16,34,4.03,"Mitchell County, IA",19131,6.99335,1143,163.440983219773,6.8
50,133,4.06,"Weld County, CO",8123,7.0967,1260,177.547310721885,6.8
10,17,4.05,"Albany County, WY",56001,7.06225,1260,178.413395164431,6.8
50,218,4.04,"Union County, IA",19175,7.0278,1267,180.284014912206,6.8
27,195,4.06,"Siskiyou County, CA",6093,7.0967,1292,182.056448771964,6.8
50,88,4.06,"Huron County, OH",39077,7.0967,1303,183.606464976679,6.8
50,90,4.07,"Tuscarawas County, OH",39157,7.13115,1308,183.420626406681,6.8
50,182,4.05,"Camden County, GA",13039,7.06225,1309,185.35169386527,6.8
50,151,4.06,"Morgan County, UT",49029,7.0967,1337,188.397424154889,6.8
22,331,4.07,"Deaf Smith County, TX",48117,7.13115,1396,195.760852036488,6.8
50,103,4.07,"Cass County, MI",26027,7.13115,1429,200.388436647665,6.8
50,153,4.09,"Juniata County, PA",42067,7.20005,1444,200.554162818314,6.8
50,157,4.07,"Fayette County, KY",21067,7.13115,1456,204.174642238629,6.8
50,131,4.08,"Clark County, OH",39023,7.1656,1464,204.309478620074,6.8
28,62,4.09,"Wexford County, MI",26165,7.20005,1490,206.943007340227,6.8
7,54,4.07,"Saline County, KS",20169,7.13115,1495,209.643605870021,6.8
15,31,4.1,"Waseca County, MN",27161,7.2345,1529,211.348400027645,6.8
50,73,4.09,"Mercer County, OH",39107,7.20005,1547,214.859619030423,6.8
50,286,4.09,"Ada County, ID",16001,7.20005,1559,216.526274123096,6.8
26,113,4.13,"Dubuque County, IA",19061,7.33785,1729,235.627602090531,6.8
11,53,4.14,"Adams County, NE",31001,7.3723,1846,250.396755422324,6.8
50,144,4.15,"Jefferson County, KS",20087,7.40675,1862,251.392311067607,6.8
50,265,4.17,"DeKalb County, GA",13089,7.47565,2015,269.541778975741,6.8
50,165,4.17,"Fairfield County, OH",39045,7.47565,2021,270.344384769217,6.8
50,143,4.18,"Goodhue County, MN",27049,7.5101,2038,271.367891239797,6.8
50,253,4.23,"Hood River County, OR",41027,7.68235,2161,281.294135258092,6.8
50,648,4.25,"Bastrop County, TX",48021,7.75125,2230,287.695532978552,6.8
50,121,4.31,"Yates County, NY",36123,7.95795,2490,312.894652517294,6.8
50,113,4.33,"Chisago County, MN",27025,8.02685,2542,316.687118857335,6.8
50,79,4.36,"Wyoming County, NY",36121,8.1302,2555,314.260411797988,6.8
50,125,4.35,"Seneca County, NY",36099,8.09575,2564,316.709384553624,6.8
50,228,4.37,"Clark County, WA",53011,8.16465,2637,322.977714905109,6.8
50,731,4.59,"Queens County, NY",36081,8.92255,3062,343.17543751506,6.8
50,231,3.95,"Jackson County, AL",1071,6.71775,281,41.829481597261,6.7
26,84,3.94,"Summers County, WV",54089,6.6833,288,43.0924842517918,6.7
24,58,3.94,"Wirt County, WV",54105,6.6833,389,58.2047790762049,6.7
50,142,3.95,"Laurens County, SC",45059,6.71775,432,64.307245729597,6.7
10,11,3.95,"Pike County, KY",21195,6.71775,435,64.7538238249414,6.7
50,176,3.95,"Warren County, GA",13301,6.71775,443,65.9446987458598,6.7
12,13,3.96,"Floyd County, KY",21071,6.7522,459,67.9778442581677,6.7
50,120,3.97,"Bath County, KY",21011,6.78665,496,73.0846588523056,6.7
15,24,3.97,"Grant County, NM",35017,6.78665,506,74.5581398775537,6.7
50,101,3.96,"McMinn County, TN",47107,6.7522,541,80.1220342999319,6.7
29,67,3.95,"Bollinger County, MO",29017,6.71775,542,80.6817758922258,6.7
19,39,3.97,"Reagan County, TX",48383,6.78665,547,80.5994120810709,6.7
22,55,3.95,"Clay County, TN",47027,6.71775,587,87.3804473223922,6.7
50,130,3.96,"Polk County, TN",47139,6.7522,604,89.4523266490922,6.7
50,169,3.97,"Pottawatomie County, OK",40125,6.78665,612,90.1770387451836,6.7
50,274,3.96,"Mobile County, AL",1097,6.7522,634,93.8953230058351,6.7
47,222,3.96,"Washington County, GA",13303,6.7522,638,94.4877225200676,6.7
50,167,3.96,"Amelia County, VA",51007,6.7522,724,107.224312076064,6.7
25,35,3.98,"Scott County, IN",18143,6.8211,762,111.712187183885,6.7
50,204,3.98,"Tate County, MS",28137,6.8211,764,112.005395024263,6.7
50,216,3.96,"Bedford County, TN",47003,6.7522,773,114.481206125411,6.7
50,146,3.96,"Warren County, NC",37185,6.7522,816,120.849500903409,6.7
50,174,3.98,"Lincoln County, GA",13181,6.8211,862,126.372579202768,6.7
35,96,3.97,"DeKalb County, MO",29063,6.78665,862,127.014064376386,6.7
20,32,3.98,"Halifax County, NC",37083,6.8211,874,128.131826245034,6.7
50,267,3.98,"Currituck County, NC",37053,6.8211,881,129.158053686356,6.7
50,103,3.99,"Catawba County, NC",37035,6.85555,884,128.946619891912,6.7
50,121,3.98,"Wayne County, NC",37191,6.8211,904,132.529943850699,6.7
6,11,4,"Decatur County, IA",19053,6.89,950,137.880986937591,6.7
50,95,3.99,"Marshall County, IN",18099,6.85555,959,139.886661172335,6.7
6,39,4,"Franklin County, NE",31061,6.89,983,142.67053701016,6.7
50,159,3.99,"Haywood County, NC",37087,6.85555,995,145.137880986938,6.7
50,553,4,"Shenandoah County, VA",51171,6.89,1000,145.137880986938,6.7
9,15,4,"Thayer County, NE",31169,6.89,1020,148.040638606676,6.7
7,11,4,"Elko County, NV",32007,6.89,1032,149.78229317852,6.7
8,30,4,"Gray County, TX",48179,6.89,1032,149.78229317852,6.7
11,24,4,"Wright County, IA",19197,6.89,1042,151.233671988389,6.7
22,62,4,"San Juan County, CO",8111,6.89,1049,152.249637155298,6.7
50,138,4,"Fremont County, IA",19071,6.89,1094,158.78084179971,6.7
50,152,4.01,"Gonzales County, TX",48177,6.92445,1095,158.135303164872,6.7
50,100,4.02,"Tippecanoe County, IN",18157,6.9589,1157,166.261909209789,6.7
50,121,4.01,"Seneca County, OH",39147,6.92445,1160,167.522330293381,6.7
50,118,4,"Troup County, GA",13285,6.89,1162,168.650217706821,6.7
50,306,4.01,"Santa Cruz County, AZ",4023,6.92445,1186,171.277141144784,6.7
50,425,4.01,"Garrett County, MD",24023,6.92445,1209,174.598704590256,6.7
50,86,4.01,"Harrison County, TX",48203,6.92445,1223,176.620525817935,6.7
6,16,4,"Broadwater County, MT",30007,6.89,1245,180.696661828737,6.7
50,587,4.03,"Gloucester County, VA",51073,6.99335,1276,182.459050383579,6.7
19,39,4.03,"San Miguel County, CO",8113,6.99335,1283,183.460001286937,6.7
50,137,4.01,"Somerset County, MD",24039,6.92445,1287,185.863137144466,6.7
50,313,4.02,"Polk County, FL",12105,6.9589,1290,185.37412522094,6.7
50,216,4.01,"Canyon County, ID",16027,6.92445,1303,188.173789976099,6.7
50,190,4.03,"Davis County, UT",49011,6.99335,1419,202.907047409325,6.7
50,415,4.06,"Storey County, NV",32029,7.0967,1474,207.702171431792,6.7
11,16,4.05,"Iron County, WI",55051,7.06225,1511,213.954476264647,6.7
44,118,4.05,"Antrim County, MI",26009,7.06225,1546,218.910403908103,6.7
50,125,4.06,"Dorchester County, MD",24019,7.0967,1570,221.229585582031,6.7
30,54,4.08,"Mille Lacs County, MN",27095,7.1656,1653,230.685497376354,6.7
35,67,4.09,"Dodge County, MN",27039,7.20005,1715,238.192790327845,6.7
50,159,4.07,"Muskegon County, MI",26121,7.13115,1720,241.195319128051,6.7
50,107,4.08,"Le Sueur County, MN",27079,7.1656,1762,245.897063749023,6.7
50,120,4.11,"Lapeer County, MI",26087,7.26895,1780,244.877183086966,6.7
50,213,4.11,"Columbia County, OR",41009,7.26895,1923,264.549900604626,6.7
50,114,4.16,"Portage County, OH",39133,7.4412,2084,280.062355534054,6.7
50,158,4.2,"Story County, IA",19169,7.579,2174,286.845230241457,6.7
50,203,4.2,"Calaveras County, CA",6009,7.579,2199,290.143818445705,6.7
36,51,4.19,"Steuben County, NY",36101,7.54455,2234,296.107786415359,6.7
50,305,4.22,"Hamilton County, IN",18057,7.6479,2250,294.198407405955,6.7
50,195,4.26,"Ramsey County, MN",27123,7.7857,2456,315.450120091964,6.7
50,151,4.29,"Queen Anne's County, MD",24035,7.88905,2474,313.599229311514,6.7
50,125,4.28,"Wayne County, MI",26163,7.8546,2515,320.194535686095,6.7
50,219,4.32,"San Juan County, WA",53055,7.9924,2630,329.062609479005,6.7
50,168,4.32,"Dallas County, IA",19049,7.9924,2651,331.69010560032,6.7
50,716,4.38,"Dallas County, TX",48113,8.1991,2822,344.184117769023,6.7
50,770,4.54,"Kings County, NY",36047,8.7503,3050,348.559477960756,6.7
16,27,3.91,"Jackson Parish, LA",22049,6.57995,225,34.1947887141999,6.6
11,16,3.91,"Union Parish, LA",22111,6.57995,226,34.3467655529297,6.6
50,404,3.93,"St. Mary Parish, LA",22101,6.64885,278,41.8117418801748,6.6
16,32,3.91,"Leslie County, KY",21131,6.57995,378,57.4472450398559,6.6
50,85,3.91,"Wabash County, IN",18169,6.57995,442,67.1737627185617,6.6
11,14,3.91,"Drew County, AR",5043,6.57995,443,67.3257395572915,6.6
50,161,3.92,"Grayson County, KY",21085,6.6144,457,69.0916787614901,6.6
50,183,3.93,"Tangipahoa Parish, LA",22105,6.64885,464,69.7865044330974,6.6
50,153,3.94,"McDonald County, MO",29119,6.6833,500,74.8133407149163,6.6
20,218,3.92,"Mora County, NM",35033,6.6144,506,76.4997581035317,6.6
50,137,3.92,"Talbot County, GA",13263,6.6144,511,77.2556845670053,6.6
50,96,3.92,"Rhea County, TN",47143,6.6144,515,77.8604257377842,6.6
9,24,3.94,"Carter County, MO",29035,6.6833,524,78.4043810692323,6.6
50,120,3.92,"Fleming County, KY",21069,6.6144,526,79.5234639574262,6.6
50,119,3.94,"Hampton County, SC",45049,6.6833,533,79.7510212021008,6.6
50,103,3.92,"Morgan County, TN",47129,6.6144,566,85.5708756652153,6.6
16,28,3.94,"Toombs County, GA",13279,6.6833,568,84.9879550521449,6.6
50,158,3.92,"Pittsylvania County, VA",51143,6.6144,573,86.6291727140784,6.6
50,174,3.93,"McCormick County, SC",45065,6.64885,577,86.781924693744,6.6
37,158,3.92,"Dixie County, FL",12029,6.6144,601,90.8623609095307,6.6
24,39,3.94,"Tyler County, TX",48457,6.6833,632,94.5640626636542,6.6
50,246,3.93,"Stone County, MS",28131,6.64885,668,100.468502071787,6.6
25,331,3.94,"Taos County, NM",35055,6.6833,674,100.848383283707,6.6
50,94,3.94,"Warren County, IN",18171,6.6833,680,101.746143372286,6.6
50,150,3.95,"Lawrence County, MO",29109,6.71775,698,103.903836850136,6.6
50,155,3.93,"Anderson County, SC",45007,6.64885,718,107.98859953225,6.6
10,37,3.95,"Washington County, KY",21229,6.71775,740,110.155930184958,6.6
50,144,3.94,"Bradley County, TN",47011,6.6833,798,119.402091781006,6.6
50,124,3.93,"Surry County, NC",37171,6.64885,801,120.471961316619,6.6
50,136,3.94,"Union County, FL",12125,6.6833,879,131.521852976823,6.6
50,200,3.94,"Tipton County, TN",47167,6.6833,891,133.317373153981,6.6
50,216,3.94,"Catoosa County, GA",13047,6.6833,931,139.302440411174,6.6
50,286,3.95,"St. Charles Parish, LA",22089,6.71775,939,139.778943842805,6.6
17,27,3.94,"Watonwan County, MN",27165,6.6833,940,140.649080544043,6.6
21,42,3.95,"Crawford County, IL",17033,6.71775,947,140.969818763723,6.6
50,124,3.96,"Oglethorpe County, GA",13221,6.7522,952,140.991084387311,6.6
10,16,3.95,"Cottonwood County, MN",27033,6.71775,953,141.862974954412,6.6
50,197,3.95,"Carroll County, GA",13045,6.71775,975,145.137880986938,6.6
24,77,3.96,"Andrew County, MO",29003,6.7522,1056,156.393471757353,6.6
50,115,3.98,"Northumberland County, PA",42097,6.8211,1102,161.557520048086,6.6
50,165,3.96,"Richland County, SC",45079,6.7522,1129,167.204762892094,6.6
24,99,3.96,"Mason County, TX",48319,6.7522,1142,169.13006131335,6.6
50,235,3.97,"Floyd County, IN",18043,6.78665,1164,171.513191338879,6.6
16,38,3.97,"Freeborn County, MN",27047,6.78665,1170,172.397279954027,6.6
50,164,3.98,"Tehama County, CA",6103,6.8211,1213,177.830555189046,6.6
50,178,3.97,"Pickens County, GA",13227,6.78665,1213,178.733248362594,6.6
45,122,3.99,"Madison County, MS",28089,6.85555,1285,187.439373937904,6.6
50,258,4,"Camden County, NC",37029,6.89,1297,188.243831640058,6.6
8,30,4,"Roberts County, TX",48393,6.89,1333,193.468795355588,6.6
50,145,4,"Okaloosa County, FL",12091,6.89,1343,194.920174165457,6.6
50,193,3.99,"Pasco County, FL",12101,6.85555,1352,197.212477481748,6.6
50,169,4,"Cleveland County, OK",40027,6.89,1353,196.371552975327,6.6
13,42,4,"Clinton County, MO",29049,6.89,1357,196.952104499274,6.6
50,169,4,"Orange County, VA",51137,6.89,1357,196.952104499274,6.6
50,355,4.01,"Wahkiakum County, WA",53069,6.92445,1431,206.659012629162,6.6
13,30,4,"Mason County, MI",26105,6.89,1475,214.078374455733,6.6
50,161,4.02,"Medina County, TX",48325,6.9589,1477,212.246188334363,6.6
50,171,4.03,"Stark County, OH",39151,6.99335,1603,229.217756869026,6.6
50,255,4.04,"Adams County, CO",8001,7.0278,1624,231.082273257634,6.6
50,123,4.05,"Lake County, CA",6033,7.06225,1639,232.07901164643,6.6
50,114,4.05,"Shiawassee County, MI",26155,7.06225,1671,236.610145491876,6.6
50,105,4.05,"Talbot County, MD",24041,7.06225,1800,254.876278806329,6.6
50,150,4.08,"Hampton, VA",51650,7.1656,1819,253.851736072346,6.6
50,162,4.06,"Cowlitz County, WA",53015,7.0967,1836,258.711795623318,6.6
50,152,4.07,"Perry County, PA",42099,7.13115,1892,265.314851040856,6.6
50,324,4.1,"Macon County, IL",17115,7.2345,1894,261.801091989771,6.6
50,165,4.08,"Clay County, MO",29047,7.1656,1935,270.040192028581,6.6
50,123,4.11,"Newport News, VA",51700,7.26895,2072,285.048046829322,6.6
50,176,4.14,"Hillsborough County, FL",12057,7.3723,2102,285.121332555648,6.6
50,171,4.13,"Leavenworth County, KS",20103,7.33785,2141,291.774838678905,6.6
32,108,4.13,"Leelanau County, MI",26089,7.33785,2156,293.819034185763,6.6
50,177,4.15,"Butler County, OH",39017,7.40675,2215,299.051540824248,6.6
50,147,4.18,"Fulton County, NY",36035,7.5101,2273,302.659085764504,6.6
50,208,4.17,"Warren County, IA",19181,7.47565,2293,306.729180740136,6.6
50,498,4.17,"Adams County, PA",42001,7.47565,2345,313.68509761693,6.6
50,123,4.19,"Oldham County, KY",21185,7.54455,2364,313.338767719745,6.6
50,296,4.24,"Baltimore County, MD",24005,7.7168,2490,322.672610408459,6.6
50,103,4.28,"Medina County, OH",39103,7.8546,2582,328.724569042345,6.6
50,225,4.31,"Warren County, OH",39165,7.95795,2737,343.932796762985,6.6
50,748,4.31,"St. Johns County, FL",12109,7.95795,2748,345.315062296194,6.6
50,232,4.41,"Clackamas County, OR",41005,8.30245,2944,354.594125830327,6.6
50,93,4.63,"Bennington County, VT",50003,9.06035,3289,363.01025898558,6.6
50,100,3.89,"De Soto Parish, LA",22031,6.51105,280,43.0038165887223,6.5
24,51,3.88,"Kiowa County, OK",40075,6.4766,312,48.1734243275793,6.5
10,32,3.9,"Hempstead County, AR",5057,6.5455,367,56.0690550760064,6.5
33,104,3.88,"Rockcastle County, KY",21203,6.4766,421,65.0032424420221,6.5
18,71,3.89,"Yell County, AR",5149,6.51105,429,65.8879904162923,6.5
28,137,3.91,"Green County, KY",21087,6.57995,488,74.1646973001315,6.5
50,96,3.91,"Meigs County, TN",47121,6.57995,508,77.204234074727,6.5
50,153,3.89,"Barnwell County, SC",45011,6.51105,509,78.1747951559272,6.5
20,40,3.9,"Marion County, MS",28091,6.5455,560,85.554961423879,6.5
50,88,3.91,"Cocke County, TN",47029,6.57995,588,89.3623811731092,6.5
50,135,3.9,"Pickens County, SC",45077,6.5455,589,89.9854862119013,6.5
50,160,3.91,"Burke County, GA",13033,6.57995,598,90.882149560407,6.5
50,99,3.9,"Parke County, IN",18121,6.5455,608,92.8882438316401,6.5
41,91,3.89,"Cabell County, WV",54011,6.51105,649,99.6767034502884,6.5
50,91,3.9,"Jefferson County, TN",47089,6.5455,656,100.221526239401,6.5
50,118,3.91,"Anson County, NC",37007,6.57995,675,102.5843661426,6.5
50,174,3.91,"Glascock County, GA",13125,6.57995,700,106.383787110844,6.5
50,117,3.92,"Giles County, TN",47055,6.6144,748,113.086598935656,6.5
50,116,3.92,"St. Francois County, MO",29187,6.6144,779,117.773343009192,6.5
50,150,3.92,"Morgan County, WV",54065,6.6144,799,120.797048863087,6.5
26,51,3.9,"Trimble County, KY",21223,6.5455,815,124.51302421511,6.5
50,161,3.91,"Dona Ana County, NM",35013,6.57995,821,124.772984597147,6.5
6,16,3.92,"Bristol, VA",51520,6.6144,842,127.29801644896,6.5
50,122,3.91,"Walton County, FL",12131,6.57995,854,129.78822027523,6.5
50,257,3.91,"Harrison County, MS",28047,6.57995,867,131.763919178717,6.5
19,33,3.92,"Uvalde County, TX",48463,6.6144,878,132.74068698597,6.5
20,37,3.92,"Montrose County, CO",8085,6.6144,922,139.392839864538,6.5
23,55,3.93,"Scioto County, OH",39145,6.64885,930,139.873812764613,6.5
50,149,3.91,"Gilchrist County, FL",12041,6.57995,936,142.250321051072,6.5
50,95,3.93,"LaGrange County, IN",18087,6.64885,967,145.438684885356,6.5
7,19,3.93,"Boyle County, KY",21021,6.64885,970,145.889890732984,6.5
50,113,3.93,"Gallia County, OH",39053,6.64885,1010,151.905968701354,6.5
12,77,3.92,"Fayette County, IA",19065,6.6144,1016,153.604257377842,6.5
8,13,3.94,"Gogebic County, MI",26053,6.6833,1034,154.713988598447,6.5
50,124,3.95,"Blair County, PA",42013,6.71775,1063,158.237505117041,6.5
50,144,3.93,"DeSoto County, FL",12027,6.64885,1070,160.93008565391,6.5
50,163,3.93,"Henderson County, NC",37089,6.64885,1084,163.03571294284,6.5
14,23,3.93,"Emmet County, IA",19063,6.64885,1090,163.938124638095,6.5
16,322,3.94,"Castro County, TX",48069,6.6833,1117,167.133003157123,6.5
50,204,3.94,"Bedford County, PA",42009,6.6833,1120,167.581883201413,6.5
8,38,3.94,"Crawford County, IA",19047,6.6833,1138,170.27516346715,6.5
50,147,3.95,"Dorchester County, SC",45035,6.71775,1144,170.29511369134,6.5
9,83,3.94,"Tooele County, UT",49045,6.6833,1156,172.968443732886,6.5
27,60,3.96,"Anderson County, KY",21005,6.7522,1164,172.388258641628,6.5
18,61,3.94,"Teton County, ID",16081,6.6833,1204,180.150524441518,6.5
50,206,3.96,"Teller County, CO",8119,6.7522,1208,178.904653298184,6.5
15,88,3.97,"Clayton County, IA",19043,6.78665,1289,189.93170415448,6.5
50,143,3.97,"Woodford County, KY",21239,6.78665,1313,193.468058615075,6.5
50,139,3.95,"Jessamine County, KY",21113,6.71775,1321,196.643221316661,6.5
50,208,3.97,"Utah County, UT",49049,6.78665,1324,195.088887742848,6.5
22,77,3.98,"Oceana County, MI",26127,6.8211,1362,199.674539297181,6.5
50,207,3.98,"Shelby County, IA",19165,6.8211,1365,200.114351057747,6.5
25,91,3.98,"Columbia County, WA",53013,6.8211,1375,201.580390259636,6.5
50,94,3.98,"Branch County, MI",26023,6.8211,1391,203.926052982657,6.5
50,114,3.97,"Montcalm County, MI",26117,6.78665,1395,205.55060302211,6.5
15,28,3.97,"Huron County, MI",26063,6.78665,1425,209.971046097854,6.5
50,249,3.98,"Hall County, GA",13139,6.8211,1441,211.256248992098,6.5
50,142,3.97,"Ottawa County, OH",39123,6.78665,1505,221.758894299839,6.5
6,39,4,"Phelps County, NE",31137,6.89,1517,220.174165457184,6.5
50,292,3.98,"Jefferson County, TX",48245,6.8211,1531,224.450601809092,6.5
16,81,4,"Jefferson County, MT",30043,6.89,1610,233.67198838897,6.5
50,106,3.99,"Porter County, IN",18127,6.85555,1613,235.283821137618,6.5
26,39,4.02,"Tioga County, PA",42117,6.9589,1663,238.974550575522,6.5
20,57,4,"Crook County, OR",41013,6.89,1663,241.364296081277,6.5
50,128,4.02,"Jackson County, MI",26075,6.9589,1719,247.021799422323,6.5
30,54,4.03,"Steele County, MN",27147,6.99335,1720,245.947936253727,6.5
50,158,4.02,"Jersey County, IL",17083,6.9589,1790,257.224561353087,6.5
50,130,4.03,"Caroline County, MD",24011,6.99335,1804,257.959347094025,6.5
50,301,4.04,"Logan County, IL",17107,7.0278,1844,262.386522097954,6.5
17,34,4.03,"Victoria County, TX",48469,6.99335,1852,264.823010431338,6.5
50,658,4.05,"Burnet County, TX",48053,7.06225,1916,271.301638996071,6.5
50,215,4.07,"Licking County, OH",39089,7.13115,1942,272.326342875974,6.5
49,218,4.05,"Linn County, IA",19113,7.06225,1968,278.66473149492,6.5
10,52,4.05,"Hall County, NE",31079,7.06225,1990,281.779886013664,6.5
50,144,4.07,"Cumberland County, PA",42041,7.13115,2066,289.714842627066,6.5
10,25,4.1,"Lincoln County, WI",55069,7.2345,2182,301.610339346188,6.5
50,191,4.13,"Chambers County, TX",48071,7.33785,2231,304.040011720054,6.5
50,137,4.14,"Summit County, OH",39153,7.3723,2239,303.704407037153,6.5
50,109,4.14,"Androscoggin County, ME",23001,7.3723,2252,305.467764469704,6.5
50,137,4.14,"Madison County, IL",17119,7.3723,2300,311.978622682202,6.5
50,233,4.14,"Virginia Beach, VA",51810,7.3723,2342,317.675623618138,6.5
50,209,4.17,"Alpine County, CA",6003,7.47565,2417,323.316367138644,6.5
50,126,4.19,"St. Charles County, MO",29183,7.54455,2431,322.219350392005,6.5
50,143,4.17,"St. Clair County, IL",17163,7.47565,2443,326.79432557704,6.5
23,387,4.2,"Mono County, CA",6051,7.579,2556,337.247658002375,6.5
50,90,4.26,"Fond du Lac County, WI",55039,7.7857,2692,345.762102315784,6.5
50,80,4.28,"Hampden County, MA",25013,7.8546,2826,359.789168130777,6.5
50,135,4.31,"Pierce County, WA",53053,7.95795,2841,357.001489076961,6.5
50,286,4.3,"Yolo County, CA",6113,7.9235,2855,360.320565406702,6.5
50,258,4.31,"Multnomah County, OR",41051,7.95795,2881,362.027909197721,6.5
50,247,4.43,"San Luis Obispo County, CA",6079,8.37135,3095,369.713367616932,6.5
50,423,4.4,"Iowa County, WI",55049,8.268,3097,374.576681180455,6.5
50,559,4.43,"Los Angeles County, CA",6037,8.37135,3131,374.013749275804,6.5
50,112,4.52,"Erie County, NY",36029,8.6814,3219,370.792729283295,6.5
50,114,3.86,"Winston County, AL",1133,6.4077,246,38.3913104546093,6.4
17,30,3.85,"Greene County, AL",1063,6.37325,250,39.2264543207939,6.4
50,229,3.86,"DeKalb County, AL",1049,6.4077,303,47.28685799897,6.4
50,655,3.86,"Preston County, WV",54077,6.4077,381,59.4597125333583,6.4
50,178,3.87,"Etowah County, AL",1055,6.44215,399,61.9358443997734,6.4
50,352,3.87,"Perry County, AR",5105,6.44215,444,68.9210900087704,6.4
19,28,3.87,"Lawrence County, KY",21127,6.44215,448,69.5420007295701,6.4
50,352,3.87,"Grant County, AR",5053,6.44215,471,73.1122373741686,6.4
20,44,3.88,"Perry County, MS",28111,6.4766,488,75.3481765123676,6.4
30,127,3.87,"Edmonson County, KY",21061,6.44215,491,76.2167909781672,6.4
50,121,3.86,"Clarendon County, SC",45027,6.4077,498,77.7189943349408,6.4
16,38,3.88,"Reynolds County, MO",29179,6.4766,522,80.5978445480654,6.4
7,10,3.86,"Curry County, NM",35009,6.4077,562,87.706977542644,6.4
12,314,3.88,"Briscoe County, TX",48045,6.4766,563,86.9283265911126,6.4
50,104,3.88,"Logan County, KY",21141,6.4766,563,86.9283265911126,6.4
50,124,3.87,"Lincoln County, TN",47103,6.44215,573,88.9454607545618,6.4
17,35,3.88,"Laurel County, KY",21125,6.4766,579,89.3987586079116,6.4
26,125,3.87,"Harrison County, WV",54033,6.44215,587,91.1186482773608,6.4
50,149,3.88,"Liberty County, FL",12077,6.4766,595,91.8691906247105,6.4
50,181,3.86,"Muskogee County, OK",40101,6.4077,621,96.9146495622454,6.4
35,151,3.86,"Taylor County, KY",21217,6.4077,628,98.007085225588,6.4
50,265,3.88,"Plaquemines Parish, LA",22075,6.4766,632,97.5820646635581,6.4
27,53,3.89,"Sullivan County, IN",18153,6.51105,668,102.594819575952,6.4
50,193,3.88,"Sussex County, VA",51183,6.4766,705,108.853410740203,6.4
27,176,3.87,"Barren County, KY",21009,6.44215,722,112.074385104352,6.4
15,23,3.87,"Montgomery County, KY",21173,6.44215,755,117.19689855095,6.4
49,115,3.87,"Houston County, TX",48225,6.44215,755,117.19689855095,6.4
25,153,3.88,"Franklin County, VA",51067,6.4766,769,118.735138807399,6.4
45,135,3.88,"Putnam County, WV",54079,6.4766,786,121.359972825248,6.4
20,53,3.88,"Phelps County, MO",29161,6.4766,792,122.286384831547,6.4
50,355,3.9,"Saline County, AR",5125,6.5455,836,127.721335268505,6.4
20,336,3.88,"Hutchinson County, TX",48233,6.4766,836,129.080072877745,6.4
46,92,3.88,"Perry County, MO",29157,6.4766,865,133.557730908193,6.4
50,250,3.9,"Chowan County, NC",37041,6.5455,914,139.637919181117,6.4
38,162,3.89,"Adams County, OH",39001,6.51105,918,140.991084387311,6.4
50,160,3.9,"Anderson County, TN",47001,6.5455,972,148.498968757161,6.4
50,151,3.92,"Knox County, TN",47093,6.6144,1106,167.210933720368,6.4
10,17,3.9,"Washington County, ME",23029,6.5455,1118,170.804369414101,6.4
50,122,3.91,"Lincoln County, NC",37109,6.57995,1122,170.51801305481,6.4
11,13,3.91,"Johnson County, IL",17087,6.57995,1139,173.101619313217,6.4
50,137,3.91,"Franklin County, KY",21073,6.57995,1162,176.597086604002,6.4
50,246,3.92,"Rutherford County, TN",47149,6.6144,1201,181.573536526367,6.4
20,26,3.92,"Roscommon County, MI",26143,6.6144,1205,182.178277697146,6.4
50,269,3.91,"Botetourt County, VA",51023,6.57995,1237,187.995349508735,6.4
50,146,3.94,"Gaston County, NC",37071,6.6833,1271,190.175512097317,6.4
9,14,3.94,"Brown County, MN",27015,6.6833,1290,193.018419044484,6.4
50,522,3.93,"Coconino County, AZ",4005,6.64885,1337,201.087406092783,6.4
50,91,3.94,"Mahoning County, OH",39099,6.6833,1418,212.170634267503,6.4
50,92,3.93,"Columbia County, PA",42037,6.64885,1430,215.074787369244,6.4
50,108,3.93,"Colusa County, CA",6011,6.64885,1434,215.676395166081,6.4
32,554,3.94,"Dare County, NC",37055,6.6833,1438,215.163167896099,6.4
50,155,3.94,"Jefferson County, WV",54037,6.6833,1456,217.856448161836,6.4
13,24,3.96,"Montour County, PA",42093,6.7522,1473,218.151121116081,6.4
